Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"2267", 13.8, 1,     7848.2,   -0.1,   0.98503, 2,     7848.3, -120.1,   0.98505, 3,    7848.29,  119.9,   0.98505
"2268", 13.8, 1,    7848.02,   -0.1,   0.98501, 2,    7848.13, -120.1,   0.98503, 3,    7848.11,  119.9,   0.98502
"2270", 13.8, 1,    7847.94,   -0.1,     0.985, 2,    7848.04, -120.1,   0.98502, 3,    7848.03,  119.9,   0.98501
"2271", 13.8, 1,    7847.92,   -0.1,     0.985, 2,    7848.02, -120.1,   0.98501, 3,    7848.01,  119.9,   0.98501
"2272", 13.8, 1,    7847.89,   -0.1,     0.985, 2,    7847.99, -120.1,   0.98501, 3,    7847.98,  119.9,   0.98501
"2273", 13.8, 1,    7847.86,   -0.1,   0.98499, 2,    7847.96, -120.1,   0.98501, 3,    7847.95,  119.9,     0.985
"2275", 13.8, 1,     7847.9,   -0.1,     0.985, 2,       7848, -120.1,   0.98501, 3,    7847.99,  119.9,   0.98501
"2276", 13.8, 1,    7847.78,   -0.1,   0.98498, 2,    7847.88, -120.1,   0.98499, 3,    7847.87,  119.9,   0.98499
"2277", 13.8, 1,    7847.66,   -0.1,   0.98497, 2,    7847.76, -120.1,   0.98498, 3,    7847.75,  119.9,   0.98498
"2278", 13.8, 1,    7847.54,   -0.1,   0.98495, 2,    7847.64, -120.1,   0.98496, 3,    7847.62,  119.9,   0.98496
"2280", 13.8, 1,    7847.32,   -0.1,   0.98492, 2,    7847.42, -120.1,   0.98494, 3,    7847.41,  119.9,   0.98494
"2281", 13.8, 1,    7847.22,   -0.1,   0.98491, 2,    7847.32, -120.1,   0.98493, 3,    7847.31,  119.9,   0.98492
"2282", 13.8, 1,    7847.13,   -0.1,    0.9849, 2,    7847.23, -120.1,   0.98491, 3,    7847.22,  119.9,   0.98491
"2283", 13.8, 1,    7847.08,   -0.1,   0.98489, 2,    7847.19, -120.1,   0.98491, 3,    7847.17,  119.9,   0.98491
"2284", 13.8, 1,    7847.04,   -0.1,   0.98489, 2,    7847.14, -120.1,    0.9849, 3,    7847.13,  119.9,    0.9849
"2285", 13.8, 1,       7847,   -0.1,   0.98488, 2,     7847.1, -120.1,    0.9849, 3,    7847.09,  119.9,    0.9849
"2287", 13.8, 1,    7846.97,   -0.1,   0.98488, 2,    7847.07, -120.1,   0.98489, 3,    7847.06,  119.9,   0.98489
"2289", 13.8, 1,    7847.11,   -0.1,    0.9849, 2,    7847.21, -120.1,   0.98491, 3,     7847.2,  119.9,   0.98491
"2291", 13.8, 1,    7847.02,   -0.1,   0.98489, 2,    7847.12, -120.1,    0.9849, 3,    7847.11,  119.9,    0.9849
"2292", 13.8, 1,    7846.99,   -0.1,   0.98488, 2,    7847.09, -120.1,    0.9849, 3,    7847.07,  119.9,   0.98489
"2293", 13.8, 1,    7846.95,   -0.1,   0.98488, 2,    7847.05, -120.1,   0.98489, 3,    7847.04,  119.9,   0.98489
"2295", 13.8, 1,    7846.94,   -0.1,   0.98488, 2,    7847.04, -120.1,   0.98489, 3,    7847.03,  119.9,   0.98489
"2297", 13.8, 1,    7846.56,   -0.1,   0.98483, 2,    7846.67, -120.1,   0.98484, 3,    7846.65,  119.9,   0.98484
"2298", 13.8, 1,     7846.2,   -0.1,   0.98478, 2,     7846.3, -120.1,    0.9848, 3,    7846.29,  119.9,   0.98479
"2299", 13.8, 1,    7845.83,   -0.1,   0.98474, 2,    7845.93, -120.1,   0.98475, 3,    7845.92,  119.9,   0.98475
"2300", 13.8, 1,    7845.47,   -0.1,   0.98469, 2,    7845.57, -120.1,    0.9847, 3,    7845.56,  119.9,    0.9847
"2301", 13.8, 1,    7845.42,   -0.1,   0.98469, 2,    7845.52, -120.1,    0.9847, 3,    7845.51,  119.9,    0.9847
"2302", 13.8, 1,    7845.38,   -0.1,   0.98468, 2,    7845.48, -120.1,   0.98469, 3,    7845.47,  119.9,   0.98469
"2303", 13.8, 1,    7845.33,   -0.1,   0.98467, 2,    7845.43, -120.1,   0.98469, 3,    7845.42,  119.9,   0.98469
"2305", 13.8, 1,    7845.39,   -0.1,   0.98468, 2,     7845.5, -120.1,    0.9847, 3,    7845.48,  119.9,   0.98469
"2307", 13.8, 1,    7845.28,   -0.1,   0.98467, 2,    7845.38, -120.1,   0.98468, 3,    7845.37,  119.9,   0.98468
"2308", 13.8, 1,    7845.23,   -0.1,   0.98466, 2,    7845.34, -120.1,   0.98468, 3,    7845.32,  119.9,   0.98467
"2309", 13.8, 1,    7845.19,   -0.1,   0.98466, 2,    7845.29, -120.1,   0.98467, 3,    7845.28,  119.9,   0.98467
"2310", 13.8, 1,    7845.14,   -0.1,   0.98465, 2,    7845.25, -120.1,   0.98466, 3,    7845.23,  119.9,   0.98466
"2311", 13.8, 1,     7845.1,   -0.1,   0.98465, 2,     7845.2, -120.1,   0.98466, 3,    7845.19,  119.9,   0.98466
"2312", 13.8, 1,    7845.05,   -0.1,   0.98464, 2,    7845.16, -120.1,   0.98465, 3,    7845.14,  119.9,   0.98465
