Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"1", 13.8, 1,    7959.23,   -0.1,   0.99897, 2,    7959.23, -120.1,   0.99897, 3,    7959.23,  119.9,   0.99897
"2012B", 0.22, 1,    123.601,  -31.4,   0.97311, 2,    123.601, -151.4,   0.97311, 3,    123.602,   88.6,   0.97311
"2018B", 0.22, 1,    123.541,  -31.5,   0.97263, 2,    123.541, -151.4,   0.97263, 3,    123.541,   88.5,   0.97263
"2030B", 0.22, 1,    123.527,  -31.5,   0.97253, 2,    123.528, -151.5,   0.97253, 3,    123.528,   88.5,   0.97253
"2044B", 0.22, 1,    123.196,  -31.5,   0.96992, 2,    123.196, -151.5,   0.96992, 3,    123.197,   88.5,   0.96992
"2057B", 0.22, 1,    123.007,  -31.5,   0.96843, 2,    123.007, -151.5,   0.96843, 3,    123.008,   88.5,   0.96844
"2061B", 0.22, 1,    123.007,  -31.5,   0.96843, 2,    123.007, -151.5,   0.96843, 3,    123.008,   88.5,   0.96844
"2065B", 0.22, 1,    122.818,  -31.5,   0.96694, 2,    122.819, -151.5,   0.96695, 3,     122.82,   88.5,   0.96695
"2071B", 0.22, 1,     122.58,  -31.5,   0.96507, 2,    122.581, -151.5,   0.96507, 3,    122.582,   88.5,   0.96508
"2076B", 0.22, 1,    122.577,  -31.5,   0.96504, 2,    122.577, -151.5,   0.96505, 3,    122.578,   88.5,   0.96505
"2088B", 0.22, 1,    122.431,  -31.5,    0.9639, 2,    122.432, -151.5,    0.9639, 3,    122.433,   88.5,   0.96391
"2091B", 0.22, 1,    122.429,  -31.5,   0.96388, 2,    122.429, -151.5,   0.96388, 3,     122.43,   88.5,   0.96389
"2097B", 0.22, 1,    122.307,  -31.6,   0.96292, 2,    122.308, -151.6,   0.96292, 3,    122.309,   88.4,   0.96293
"2098B", 0.22, 1,    122.265,  -31.6,   0.96259, 2,    122.266, -151.6,   0.96259, 3,    122.267,   88.4,    0.9626
"2106B", 0.22, 1,    122.217,  -31.6,   0.96221, 2,    122.218, -151.6,   0.96222, 3,    122.219,   88.4,   0.96223
"2113B", 0.22, 1,    122.091,  -31.6,   0.96122, 2,    122.092, -151.6,   0.96122, 3,    122.093,   88.4,   0.96124
"2125B", 0.22, 1,    122.078,  -31.6,   0.96112, 2,    122.079, -151.6,   0.96112, 3,     122.08,   88.4,   0.96113
"2127B", 0.22, 1,    122.086,  -31.6,   0.96118, 2,    122.086, -151.6,   0.96118, 3,    122.088,   88.4,   0.96119
"2137B", 0.22, 1,    121.926,  -31.6,   0.95992, 2,    121.927, -151.6,   0.95993, 3,    121.928,   88.4,   0.95994
"2141B", 0.22, 1,    121.925,  -31.6,   0.95991, 2,    121.926, -151.6,   0.95992, 3,    121.927,   88.4,   0.95993
"2142B", 0.22, 1,    121.894,  -31.6,   0.95967, 2,    121.894, -151.6,   0.95967, 3,    121.896,   88.4,   0.95968
"2148B", 0.22, 1,    121.739,  -31.6,   0.95845, 2,     121.74, -151.6,   0.95845, 3,    121.741,   88.4,   0.95846
"2152B", 0.22, 1,    121.589,  -31.6,   0.95727, 2,     121.59, -151.6,   0.95727, 3,    121.592,   88.4,   0.95729
"2159B", 0.22, 1,    121.509,  -31.6,   0.95664, 2,     121.51, -151.6,   0.95664, 3,    121.511,   88.4,   0.95665
"2166B", 0.22, 1,    121.437,  -31.6,   0.95607, 2,    121.438, -151.6,   0.95607, 3,    121.439,   88.4,   0.95609
"2168B", 0.22, 1,    121.373,  -31.6,   0.95556, 2,    121.373, -151.6,   0.95557, 3,    121.375,   88.4,   0.95558
"2176B", 0.22, 1,     121.13,  -31.7,   0.95365, 2,     121.13, -151.7,   0.95365, 3,    121.132,   88.3,   0.95367
"2184B", 0.22, 1,    121.028,  -31.7,   0.95285, 2,    121.028, -151.7,   0.95285, 3,     121.03,   88.3,   0.95287
"2190B", 0.22, 1,    120.963,  -31.7,   0.95234, 2,    120.964, -151.7,   0.95234, 3,    120.966,   88.3,   0.95236
"2193B", 0.22, 1,    120.905,  -31.7,   0.95188, 2,    120.906, -151.7,   0.95189, 3,    120.908,   88.3,    0.9519
"2199B", 0.22, 1,    120.844,  -31.7,    0.9514, 2,    120.844, -151.7,    0.9514, 3,    120.846,   88.3,   0.95142
"2200B", 0.22, 1,    120.819,  -31.7,    0.9512, 2,    120.819, -151.7,   0.95121, 3,    120.821,   88.3,   0.95122
"2220B", 0.22, 1,    120.595,  -31.7,   0.94944, 2,    120.595, -151.7,   0.94944, 3,    120.598,   88.3,   0.94946
"2231B", 0.22, 1,    120.587,  -31.7,   0.94938, 2,    120.588, -151.7,   0.94938, 3,     120.59,   88.3,    0.9494
"2237B", 0.22, 1,     120.59,  -31.7,    0.9494, 2,    120.591, -151.7,   0.94941, 3,    120.593,   88.3,   0.94942
"2241B", 0.22, 1,    120.585,  -31.7,   0.94936, 2,    120.585, -151.7,   0.94936, 3,    120.587,   88.3,   0.94938
"2250B", 0.22, 1,    120.579,  -31.7,   0.94931, 2,     120.58, -151.7,   0.94932, 3,    120.582,   88.3,   0.94934
"2253B", 0.22, 1,    120.576,  -31.7,   0.94929, 2,    120.576, -151.7,   0.94929, 3,    120.579,   88.3,   0.94931
"2259B", 0.22, 1,    120.601,  -31.7,   0.94949, 2,    120.602, -151.7,   0.94949, 3,    120.604,   88.3,   0.94951
"2261B", 0.22, 1,    120.592,  -31.7,   0.94941, 2,    120.593, -151.7,   0.94942, 3,    120.595,   88.3,   0.94944
"2269B", 0.22, 1,     120.56,  -31.7,   0.94917, 2,    120.561, -151.7,   0.94917, 3,    120.563,   88.3,   0.94919
"2274B", 0.22, 1,    120.556,  -31.7,   0.94913, 2,    120.557, -151.7,   0.94914, 3,    120.559,   88.3,   0.94915
"2279B", 0.22, 1,    120.539,  -31.7,     0.949, 2,     120.54, -151.7,     0.949, 3,    120.542,   88.3,   0.94902
"2286B", 0.22, 1,    120.523,  -31.7,   0.94887, 2,    120.524, -151.7,   0.94888, 3,    120.526,   88.3,    0.9489
"2288B", 0.22, 1,    120.521,  -31.7,   0.94886, 2,    120.522, -151.7,   0.94886, 3,    120.524,   88.3,   0.94888
"2290B", 0.22, 1,    120.526,  -31.7,    0.9489, 2,    120.527, -151.7,    0.9489, 3,    120.529,   88.3,   0.94892
"2294B", 0.22, 1,     120.52,  -31.7,   0.94885, 2,    120.521, -151.7,   0.94886, 3,    120.523,   88.3,   0.94887
"2296B", 0.22, 1,    120.521,  -31.7,   0.94885, 2,    120.521, -151.7,   0.94886, 3,    120.524,   88.3,   0.94888
"2304B", 0.22, 1,    120.457,  -31.7,   0.94836, 2,    120.458, -151.7,   0.94836, 3,     120.46,   88.3,   0.94838
"2306B", 0.22, 1,    120.459,  -31.7,   0.94837, 2,     120.46, -151.7,   0.94838, 3,    120.462,   88.3,    0.9484
"2314B", 0.22, 1,    120.445,  -31.7,   0.94826, 2,    120.446, -151.7,   0.94827, 3,    120.448,   88.3,   0.94828
"2318B", 0.22, 1,    120.439,  -31.7,   0.94821, 2,    120.439, -151.7,   0.94821, 3,    120.442,   88.3,   0.94823
"2323B", 0.22, 1,    120.464,  -31.7,   0.94841, 2,    120.465, -151.7,   0.94841, 3,    120.467,   88.3,   0.94843
"2327B", 0.22, 1,    120.395,  -31.7,   0.94786, 2,    120.396, -151.7,   0.94787, 3,    120.398,   88.3,   0.94789
"2332B", 0.22, 1,    120.363,  -31.7,   0.94761, 2,    120.364, -151.7,   0.94762, 3,    120.366,   88.3,   0.94764
"2337B", 0.22, 1,    121.603,  -31.0,   0.95737, 2,    121.604, -151.0,   0.95738, 3,    121.606,   89.0,    0.9574
"2342B", 0.22, 1,    120.344,  -31.7,   0.94746, 2,    120.345, -151.7,   0.94747, 3,    120.347,   88.3,   0.94749
"2347B", 0.22, 1,    120.342,  -31.7,   0.94745, 2,    120.343, -151.7,   0.94745, 3,    120.345,   88.3,   0.94747
"2352B", 13.8, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"2353B", 0.22, 1,    120.346,  -31.7,   0.94748, 2,    120.347, -151.7,   0.94749, 3,    120.349,   88.3,    0.9475
"2354B", 0.22, 1,    121.349,  -31.2,   0.95538, 2,     121.35, -151.2,   0.95539, 3,    121.353,   88.8,    0.9554
"2360B", 0.22, 1,    121.348,  -31.2,   0.95537, 2,    121.349, -151.2,   0.95537, 3,    121.351,   88.8,   0.95539
"2012", 13.8, 1,    7915.49,   -0.1,   0.99348, 2,    7915.53, -120.1,   0.99349, 3,    7915.53,  119.9,   0.99349
"2018", 13.8, 1,    7911.77,   -0.1,   0.99301, 2,    7911.81, -120.1,   0.99302, 3,     7911.8,  119.9,   0.99302
"2030", 13.8, 1,    7910.99,   -0.1,   0.99292, 2,    7911.03, -120.1,   0.99292, 3,    7911.03,  119.9,   0.99292
"2044", 13.8, 1,    7890.55,   -0.1,   0.99035, 2,     7890.6, -120.1,   0.99036, 3,     7890.6,  119.9,   0.99036
"2057", 13.8, 1,    7878.93,   -0.2,   0.98889, 2,       7879, -120.2,    0.9889, 3,    7878.99,  119.8,    0.9889
"2061", 13.8, 1,    7878.93,   -0.2,   0.98889, 2,       7879, -120.2,    0.9889, 3,    7878.99,  119.8,    0.9889
"2065", 13.8, 1,    7867.35,   -0.2,   0.98744, 2,    7867.43, -120.2,   0.98745, 3,    7867.42,  119.8,   0.98745
"2071", 13.8, 1,    7852.66,   -0.2,   0.98559, 2,    7852.75, -120.2,   0.98561, 3,    7852.74,  119.8,   0.98561
"2076", 13.8, 1,    7852.46,   -0.2,   0.98557, 2,    7852.55, -120.2,   0.98558, 3,    7852.55,  119.8,   0.98558
"2088", 13.8, 1,    7843.49,   -0.2,   0.98444, 2,    7843.59, -120.2,   0.98446, 3,    7843.58,  119.8,   0.98446
"2091", 13.8, 1,    7843.37,   -0.2,   0.98443, 2,    7843.47, -120.2,   0.98444, 3,    7843.46,  119.8,   0.98444
"2097", 13.8, 1,    7835.86,   -0.2,   0.98349, 2,    7835.97, -120.2,    0.9835, 3,    7835.96,  119.8,    0.9835
"2098", 13.8, 1,    7833.28,   -0.2,   0.98316, 2,    7833.38, -120.2,   0.98318, 3,    7833.38,  119.8,   0.98317
"2106", 13.8, 1,    7830.34,   -0.2,   0.98279, 2,    7830.45, -120.2,   0.98281, 3,    7830.45,  119.8,   0.98281
"2113", 13.8, 1,    7822.59,   -0.2,   0.98182, 2,    7822.71, -120.2,   0.98184, 3,     7822.7,  119.8,   0.98183
"2125", 13.8, 1,    7821.81,   -0.2,   0.98172, 2,    7821.92, -120.2,   0.98174, 3,    7821.92,  119.8,   0.98174
"2127", 13.8, 1,    7822.25,   -0.2,   0.98178, 2,    7822.37, -120.2,   0.98179, 3,    7822.36,  119.8,   0.98179
"2137", 13.8, 1,    7812.44,   -0.2,   0.98055, 2,    7812.56, -120.2,   0.98056, 3,    7812.56,  119.8,   0.98056
"2141", 13.8, 1,    7812.36,   -0.2,   0.98054, 2,    7812.48, -120.2,   0.98055, 3,    7812.48,  119.8,   0.98055
"2142", 13.8, 1,    7810.43,   -0.2,   0.98029, 2,    7810.56, -120.2,   0.98031, 3,    7810.55,  119.8,   0.98031
"2148", 13.8, 1,    7800.91,   -0.2,    0.9791, 2,    7801.04, -120.2,   0.97912, 3,    7801.04,  119.8,   0.97912
"2152", 13.8, 1,     7791.7,   -0.2,   0.97794, 2,    7791.84, -120.2,   0.97796, 3,    7791.84,  119.8,   0.97796
"2159", 13.8, 1,    7786.81,   -0.2,   0.97733, 2,    7786.95, -120.2,   0.97735, 3,    7786.95,  119.7,   0.97735
"2166", 13.8, 1,    7782.38,   -0.3,   0.97677, 2,    7782.52, -120.3,   0.97679, 3,    7782.52,  119.7,   0.97679
"2168", 13.8, 1,     7778.4,   -0.3,   0.97627, 2,    7778.55, -120.3,   0.97629, 3,    7778.55,  119.7,   0.97629
"2176", 13.8, 1,    7763.46,   -0.3,    0.9744, 2,    7763.63, -120.3,   0.97442, 3,    7763.62,  119.7,   0.97442
"2184", 13.8, 1,     7757.2,   -0.3,   0.97361, 2,    7757.37, -120.3,   0.97363, 3,    7757.36,  119.7,   0.97363
"2190", 13.8, 1,    7753.24,   -0.3,   0.97312, 2,    7753.41, -120.3,   0.97314, 3,     7753.4,  119.7,   0.97314
"2193", 13.8, 1,    7749.66,   -0.3,   0.97267, 2,    7749.84, -120.3,   0.97269, 3,    7749.83,  119.7,   0.97269
"2199", 13.8, 1,    7745.87,   -0.3,   0.97219, 2,    7746.05, -120.3,   0.97221, 3,    7746.05,  119.7,   0.97221
"2200", 13.8, 1,    7744.33,   -0.3,     0.972, 2,    7744.51, -120.3,   0.97202, 3,     7744.5,  119.7,   0.97202
"2219", 13.8, 1,    7730.33,   -0.3,   0.97024, 2,    7730.52, -120.3,   0.97027, 3,    7730.52,  119.7,   0.97026
"2231", 13.8, 1,    7729.86,   -0.3,   0.97018, 2,    7730.05, -120.3,   0.97021, 3,    7730.04,  119.7,    0.9702
"2237", 13.8, 1,    7730.02,   -0.3,    0.9702, 2,    7730.21, -120.3,   0.97023, 3,    7730.21,  119.7,   0.97023
"2241", 13.8, 1,    7729.68,   -0.3,   0.97016, 2,    7729.87, -120.3,   0.97018, 3,    7729.87,  119.7,   0.97018
"2250", 13.8, 1,    7729.32,   -0.3,   0.97011, 2,    7729.51, -120.3,   0.97014, 3,     7729.5,  119.7,   0.97014
"2253", 13.8, 1,    7729.11,   -0.3,   0.97009, 2,     7729.3, -120.3,   0.97011, 3,     7729.3,  119.7,   0.97011
"2259", 13.8, 1,    7730.75,   -0.3,   0.97029, 2,    7730.95, -120.3,   0.97032, 3,    7730.94,  119.7,   0.97032
"2261", 13.8, 1,    7730.18,   -0.3,   0.97022, 2,    7730.37, -120.3,   0.97025, 3,    7730.37,  119.7,   0.97025
"2269", 13.8, 1,    7728.16,   -0.3,   0.96997, 2,    7728.35, -120.3,   0.96999, 3,    7728.34,  119.7,   0.96999
"2274", 13.8, 1,    7727.87,   -0.3,   0.96993, 2,    7728.06, -120.3,   0.96996, 3,    7728.05,  119.7,   0.96996
"2279", 13.8, 1,    7726.79,   -0.3,    0.9698, 2,    7726.99, -120.3,   0.96982, 3,    7726.98,  119.7,   0.96982
"2286", 13.8, 1,    7725.73,   -0.3,   0.96966, 2,    7725.93, -120.3,   0.96969, 3,    7725.92,  119.7,   0.96969
"2288", 13.8, 1,    7725.64,   -0.3,   0.96965, 2,    7725.84, -120.3,   0.96968, 3,    7725.83,  119.7,   0.96968
"2290", 13.8, 1,    7725.92,   -0.3,   0.96969, 2,    7726.12, -120.3,   0.96971, 3,    7726.11,  119.7,   0.96971
"2294", 13.8, 1,    7725.59,   -0.3,   0.96965, 2,    7725.79, -120.3,   0.96967, 3,    7725.78,  119.7,   0.96967
"2296", 13.8, 1,    7725.57,   -0.3,   0.96964, 2,    7725.77, -120.3,   0.96967, 3,    7725.76,  119.7,   0.96967
"2304", 13.8, 1,    7721.59,   -0.3,   0.96914, 2,    7721.79, -120.3,   0.96917, 3,    7721.78,  119.7,   0.96917
"2306", 13.8, 1,    7721.68,   -0.3,   0.96916, 2,    7721.88, -120.3,   0.96918, 3,    7721.87,  119.7,   0.96918
"2314", 13.8, 1,     7720.8,   -0.3,   0.96904, 2,       7721, -120.3,   0.96907, 3,    7720.99,  119.7,   0.96907
"2318", 13.8, 1,    7720.34,   -0.3,   0.96899, 2,    7720.54, -120.3,   0.96901, 3,    7720.53,  119.7,   0.96901
"2323", 13.8, 1,    7721.97,   -0.3,   0.96919, 2,    7722.16, -120.3,   0.96922, 3,    7722.16,  119.7,   0.96921
"2327", 13.8, 1,    7717.54,   -0.3,   0.96864, 2,    7717.74, -120.3,   0.96866, 3,    7717.73,  119.7,   0.96866
"2332", 13.8, 1,    7715.48,   -0.3,   0.96838, 2,    7715.68, -120.3,    0.9684, 3,    7715.68,  119.7,    0.9684
"2337", 13.8, 1,    7714.59,   -0.3,   0.96826, 2,    7714.79, -120.3,   0.96829, 3,    7714.78,  119.7,   0.96829
"2342", 13.8, 1,    7714.26,   -0.3,   0.96822, 2,    7714.47, -120.3,   0.96825, 3,    7714.46,  119.7,   0.96825
"2347", 13.8, 1,    7714.13,   -0.3,   0.96821, 2,    7714.33, -120.3,   0.96823, 3,    7714.33,  119.7,   0.96823
"2353", 13.8, 1,    7714.39,   -0.3,   0.96824, 2,     7714.6, -120.3,   0.96827, 3,    7714.59,  119.7,   0.96826
"2354", 13.8, 1,    7714.35,   -0.3,   0.96824, 2,    7714.56, -120.3,   0.96826, 3,    7714.55,  119.7,   0.96826
"2360", 13.8, 1,    7714.26,   -0.3,   0.96822, 2,    7714.46, -120.3,   0.96825, 3,    7714.45,  119.7,   0.96825
"2001", 13.8, 1,     7948.4,   -0.1,   0.99761, 2,    7948.41, -120.1,   0.99761, 3,    7948.41,  119.9,   0.99761
"2002", 13.8, 1,    7945.15,   -0.1,    0.9972, 2,    7945.16, -120.1,    0.9972, 3,    7945.16,  119.9,    0.9972
"2003", 13.8, 1,     7941.9,   -0.1,    0.9968, 2,    7941.92, -120.1,    0.9968, 3,    7941.92,  119.9,    0.9968
"2004", 13.8, 1,    7941.47,   -0.1,   0.99674, 2,    7941.49, -120.1,   0.99674, 3,    7941.49,  119.9,   0.99674
"2005", 13.8, 1,    7938.22,   -0.1,   0.99633, 2,    7938.24, -120.1,   0.99634, 3,    7938.24,  119.9,   0.99634
"2006", 13.8, 1,    7934.98,   -0.1,   0.99593, 2,       7935, -120.1,   0.99593, 3,       7935,  119.9,   0.99593
"2007", 13.8, 1,    7931.73,   -0.1,   0.99552, 2,    7931.75, -120.1,   0.99552, 3,    7931.75,  119.9,   0.99552
"2008", 13.8, 1,    7928.48,   -0.1,   0.99511, 2,    7928.51, -120.1,   0.99511, 3,    7928.51,  119.9,   0.99511
"2009", 13.8, 1,    7925.23,   -0.1,    0.9947, 2,    7925.26, -120.1,   0.99471, 3,    7925.26,  119.9,   0.99471
"2010", 13.8, 1,    7921.99,   -0.1,    0.9943, 2,    7922.02, -120.1,    0.9943, 3,    7922.02,  119.9,    0.9943
"2011", 13.8, 1,    7918.74,   -0.1,   0.99389, 2,    7918.77, -120.1,   0.99389, 3,    7918.77,  119.9,   0.99389
"2013", 13.8, 1,    7912.28,   -0.1,   0.99308, 2,    7912.32, -120.1,   0.99308, 3,    7912.32,  119.9,   0.99308
"2014", 13.8, 1,    7912.18,   -0.1,   0.99307, 2,    7912.22, -120.1,   0.99307, 3,    7912.22,  119.9,   0.99307
"2015", 13.8, 1,    7912.08,   -0.1,   0.99305, 2,    7912.12, -120.1,   0.99306, 3,    7912.11,  119.9,   0.99306
"2016", 13.8, 1,    7911.97,   -0.1,   0.99304, 2,    7912.01, -120.1,   0.99304, 3,    7912.01,  119.9,   0.99304
"2017", 13.8, 1,    7911.87,   -0.1,   0.99303, 2,    7911.91, -120.1,   0.99303, 3,    7911.91,  119.9,   0.99303
"2019", 13.8, 1,     7911.7,   -0.1,   0.99301, 2,    7911.74, -120.1,   0.99301, 3,    7911.74,  119.9,   0.99301
"2020", 13.8, 1,    7911.64,   -0.1,     0.993, 2,    7911.68, -120.1,     0.993, 3,    7911.68,  119.9,     0.993
"2021", 13.8, 1,    7911.57,   -0.1,   0.99299, 2,    7911.61, -120.1,   0.99299, 3,    7911.61,  119.9,   0.99299
"2022", 13.8, 1,    7911.51,   -0.1,   0.99298, 2,    7911.55, -120.1,   0.99299, 3,    7911.55,  119.9,   0.99299
"2023", 13.8, 1,    7911.44,   -0.1,   0.99297, 2,    7911.48, -120.1,   0.99298, 3,    7911.48,  119.9,   0.99298
"2024", 13.8, 1,    7911.38,   -0.1,   0.99296, 2,    7911.42, -120.1,   0.99297, 3,    7911.42,  119.9,   0.99297
"2025", 13.8, 1,    7911.31,   -0.1,   0.99296, 2,    7911.35, -120.1,   0.99296, 3,    7911.35,  119.9,   0.99296
"2026", 13.8, 1,    7911.25,   -0.1,   0.99295, 2,    7911.29, -120.1,   0.99295, 3,    7911.29,  119.9,   0.99295
"2027", 13.8, 1,    7911.18,   -0.1,   0.99294, 2,    7911.23, -120.1,   0.99295, 3,    7911.22,  119.9,   0.99295
"2028", 13.8, 1,    7911.12,   -0.1,   0.99293, 2,    7911.16, -120.1,   0.99294, 3,    7911.16,  119.9,   0.99294
"2029", 13.8, 1,    7911.06,   -0.1,   0.99292, 2,     7911.1, -120.1,   0.99293, 3,    7911.09,  119.9,   0.99293
"2031", 13.8, 1,    7910.99,   -0.1,   0.99292, 2,    7911.03, -120.1,   0.99292, 3,    7911.03,  119.9,   0.99292
"2032", 13.8, 1,    7910.99,   -0.1,   0.99292, 2,    7911.03, -120.1,   0.99292, 3,    7911.03,  119.9,   0.99292
"2033", 13.8, 1,    7910.99,   -0.1,   0.99292, 2,    7911.03, -120.1,   0.99292, 3,    7911.03,  119.9,   0.99292
"2034", 13.8, 1,    7910.99,   -0.1,   0.99292, 2,    7911.03, -120.1,   0.99292, 3,    7911.03,  119.9,   0.99292
"2035", 13.8, 1,    7910.99,   -0.1,   0.99292, 2,    7911.03, -120.1,   0.99292, 3,    7911.03,  119.9,   0.99292
"2036", 13.8, 1,    7910.99,   -0.1,   0.99292, 2,    7911.03, -120.1,   0.99292, 3,    7911.03,  119.9,   0.99292
"2037", 13.8, 1,    7910.99,   -0.1,   0.99292, 2,    7911.03, -120.1,   0.99292, 3,    7911.03,  119.9,   0.99292
