Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINHA478,    12.2015,   -26.80,    12.2016,  -146.80,    12.2015,    93.19,          0,     0.00, 0.000289086,   -30.96,    12.2018,   153.19,     12.202,    33.19,    12.2019,   -86.81,          0,     0.00, 0.000274694,   149.04
Line.LINHA479,    9.50536,   -26.82,    9.50546,  -146.82,    9.50541,    93.18,          0,     0.00, 0.000274694,   -30.96,    9.50572,   153.17,    9.50582,    33.17,    9.50577,   -86.83,          0,     0.00, 0.000260302,   149.04
Line.LINHA480,    9.50572,   -26.83,    9.50582,  -146.83,    9.50577,    93.17,          0,     0.00, 0.000260302,   -30.96,    9.50607,   153.17,    9.50618,    33.17,    9.50613,   -86.83,          0,     0.00, 0.00024591,   149.04
Line.LINHA481,    9.50607,   -26.83,    9.50618,  -146.83,    9.50613,    93.17,          0,     0.00, 0.00024591,   -30.96,    9.50643,   153.16,    9.50654,    33.16,    9.50649,   -86.84,          0,     0.00, 0.000231519,   149.04
Line.LINHA482,    4.31141,   -26.69,    4.31148,  -146.69,    4.31145,    93.31,          0,     0.00, 8.63415E-005,   -30.95,    4.31176,   153.30,    4.31184,    33.30,    4.31181,   -86.70,          0,     0.00, 7.1951E-005,   149.05
Line.LINHA483,    4.31176,   -26.70,    4.31184,  -146.70,    4.31181,    93.30,          0,     0.00, 7.1951E-005,   -30.95,    4.31212,   153.29,     4.3122,    33.29,    4.31217,   -86.71,          0,     0.00, 5.75606E-005,   149.05
Line.LINHA484,    4.31212,   -26.71,     4.3122,  -146.71,    4.31217,    93.29,          0,     0.00, 5.75605E-005,   -30.95,    4.31247,   153.28,    4.31256,    33.28,    4.31254,   -86.72,          0,     0.00, 4.31702E-005,   149.05
Line.LINHA485,    1.61717,   -26.72,    1.61721,  -146.72,     1.6172,    93.28,          0,     0.00, 1.43902E-005,   -30.95,    1.61752,   153.26,    1.61757,    33.26,    1.61756,   -86.75,          0,     0.00, 4.49993E-011,   104.04
Line.LINHA486,     2.6953,   -26.72,    2.69536,  -146.72,    2.69534,    93.28,          0,     0.00, 2.878E-005,   -30.95,    2.69566,   153.26,    2.69572,    33.26,     2.6957,   -86.74,          0,     0.00, 1.43899E-005,   149.05
Line.LINHA487,    2.69566,   -26.74,    2.69572,  -146.74,     2.6957,    93.26,          0,     0.00, 1.439E-005,   -30.95,    2.69601,   153.25,    2.69608,    33.25,    2.69606,   -86.75,          0,     0.00, 4.00178E-011,   180.00
Line.LINHA488,    5.19505,   -26.96,    5.19509,  -146.96,    5.19506,    93.04,          0,     0.00, 0.000145178,   -30.97,    5.19517,   153.04,    5.19521,    33.04,    5.19518,   -86.96,          0,     0.00, 0.000140381,   149.03
Line.LINHA489,    5.19517,   -26.96,    5.19521,  -146.96,    5.19518,    93.04,          0,     0.00, 0.000140381,   -30.97,    5.19552,   153.03,    5.19557,    33.03,    5.19555,   -86.97,          0,     0.00, 0.00012599,   149.03
Line.LINHA490,    3.57797,   -27.07,    3.57798,  -147.07,    3.57797,    92.93,          0,     0.00, 0.000125991,   -30.97,    3.57833,   152.92,    3.57835,    32.92,    3.57833,   -87.08,          0,     0.00,  0.0001116,   149.02
Line.LINHA491,    3.57833,   -27.08,    3.57835,  -147.08,    3.57833,    92.92,          0,     0.00,  0.0001116,   -30.98,    3.57869,   152.91,    3.57871,    32.91,     3.5787,   -87.09,          0,     0.00, 9.72099E-005,   149.02
Line.LINHA492,    3.57869,   -27.09,    3.57871,  -147.09,     3.5787,    92.91,          0,     0.00, 9.72097E-005,   -30.98,    3.57905,   152.90,    3.57908,    32.90,    3.57906,   -87.10,          0,     0.00, 8.28198E-005,   149.01
Line.LINHA493,    2.69564,   -26.74,     2.6957,  -146.74,    2.69568,    93.26,          0,     0.00, 1.439E-005,   -30.95,    2.69599,   153.25,    2.69606,    33.25,    2.69604,   -86.75,          0,     0.00, 7.42005E-011,  -168.69
Line.LINHA494,   0.883635,   -28.22,   0.883598,  -148.22,   0.883601,    91.78,          0,     0.00, 6.84299E-005,   -30.99,   0.884009,   151.74,   0.883978,    31.74,    0.88398,   -88.26,          0,     0.00, 5.40399E-005,   149.00
Line.LINHA495,   0.884009,   -28.26,   0.883978,  -148.26,    0.88398,    91.74,          0,     0.00, 5.40399E-005,   -31.00,   0.884383,   151.69,   0.884359,    31.69,    0.88436,   -88.31,          0,     0.00, 3.96499E-005,   148.98
Line.LINHA496,    1.61713,   -26.72,    1.61717,  -146.72,    1.61716,    93.28,          0,     0.00, 1.43899E-005,   -30.95,    1.61749,   153.26,    1.61753,    33.26,    1.61752,   -86.75,          0,     0.00, 9.09495E-011,   126.87
Line.LINHA497,    36.5074,   -26.84,    36.5077,  -146.83,    36.5075,    93.16,          0,     0.00, 0.00109245,   -30.96,    36.5077,   153.16,    36.5081,    33.16,    36.5079,   -86.84,          0,     0.00, 0.00107806,   149.04
Line.LINHA498,    36.5077,   -26.84,    36.5081,  -146.84,    36.5079,    93.16,          0,     0.00, 0.00107806,   -30.96,    36.5081,   153.16,    36.5084,    33.16,    36.5082,   -86.84,          0,     0.00, 0.00106367,   149.04
Line.LINHA499,    36.5081,   -26.84,    36.5084,  -146.84,    36.5082,    93.16,          0,     0.00, 0.00106367,   -30.96,    36.5084,   153.16,    36.5088,    33.16,    36.5086,   -86.84,          0,     0.00, 0.00104929,   149.04
Line.LINHA500,    36.5084,   -26.84,    36.5088,  -146.84,    36.5086,    93.16,          0,     0.00, 0.00104929,   -30.96,    36.5088,   153.16,    36.5092,    33.16,     36.509,   -86.84,          0,     0.00,  0.0010349,   149.04
Line.LINHA501,    4.48962,   -26.73,    4.48971,  -146.73,    4.48968,    93.27,          0,     0.00, 5.75309E-005,   -30.96,    4.48997,   153.26,    4.49007,    33.26,    4.49004,   -86.74,          0,     0.00, 4.31479E-005,   149.04
Line.LINHA502,    4.48997,   -26.74,    4.49007,  -146.74,    4.49004,    93.26,          0,     0.00, 4.31479E-005,   -30.96,    4.49033,   153.25,    4.49043,    33.25,     4.4904,   -86.75,          0,     0.00, 2.87651E-005,   149.04
Line.LINHA503,    4.49033,   -26.75,    4.49043,  -146.75,     4.4904,    93.25,          0,     0.00, 2.87651E-005,   -30.96,    4.49068,   153.24,    4.49079,    33.24,    4.49076,   -86.76,          0,     0.00, 1.43826E-005,   149.04
Line.LINHA504,    4.49068,   -26.76,    4.49079,  -146.76,    4.49076,    93.24,          0,     0.00, 1.43824E-005,   -30.96,    4.49104,   153.23,    4.49115,    33.24,    4.49112,   -86.77,          0,     0.00, 3.63798E-011,   126.87
Line.LINHA505,    7.18147,   -26.71,    7.18159,  -146.70,    7.18155,    93.29,          0,     0.00, 0.000143819,   -30.96,    7.18182,   153.29,    7.18195,    33.29,    7.18191,   -86.71,          0,     0.00, 0.000129436,   149.04
Line.LINHA506,    7.18182,   -26.71,    7.18195,  -146.71,    7.18191,    93.29,          0,     0.00, 0.000129437,   -30.96,    7.18218,   153.28,    7.18231,    33.28,    7.18227,   -86.72,          0,     0.00, 0.000115054,   149.04
Line.LINHA507,    4.48769,   -26.69,    4.48776,  -146.69,    4.48773,    93.31,          0,     0.00, 0.000115054,   -30.96,    4.48805,   153.30,    4.48812,    33.30,    4.48809,   -86.70,          0,     0.00, 0.000100671,   149.04
Line.LINHA508,    4.48805,   -26.70,    4.48812,  -146.70,    4.48809,    93.30,          0,     0.00, 0.000100671,   -30.96,     4.4884,   153.29,    4.48848,    33.29,    4.48845,   -86.71,          0,     0.00, 8.6289E-005,   149.04
Line.LINHA509,     4.4884,   -26.71,    4.48848,  -146.71,    4.48845,    93.29,          0,     0.00, 8.62889E-005,   -30.96,    4.48875,   153.28,    4.48884,    33.28,    4.48881,   -86.72,          0,     0.00, 7.1907E-005,   149.04
Line.LINHA510,    4.48875,   -26.72,    4.48884,  -146.72,    4.48881,    93.28,          0,     0.00, 7.19069E-005,   -30.96,    4.48911,   153.27,     4.4892,    33.27,    4.48917,   -86.73,          0,     0.00, 5.75251E-005,   149.04
Line.LINHA511,    4.48911,   -26.73,     4.4892,  -146.73,    4.48917,    93.27,          0,     0.00, 5.75252E-005,   -30.96,    4.48946,   153.26,    4.48956,    33.26,    4.48953,   -86.74,          0,     0.00, 4.31435E-005,   149.04
Line.LINHA512,    4.48946,   -26.74,    4.48956,  -146.74,    4.48953,    93.26,          0,     0.00, 4.31436E-005,   -30.96,    4.48982,   153.25,    4.48992,    33.25,    4.48989,   -86.75,          0,     0.00, 2.87622E-005,   149.04
Line.LINHA513,    4.48982,   -26.75,    4.48992,  -146.75,    4.48989,    93.25,          0,     0.00, 2.87622E-005,   -30.96,    4.49017,   153.24,    4.49028,    33.24,    4.49025,   -86.76,          0,     0.00, 1.4381E-005,   149.04
Line.LINHA514,    4.49017,   -26.76,    4.49028,  -146.76,    4.49025,    93.24,          0,     0.00, 1.4381E-005,   -30.96,    4.49053,   153.23,    4.49065,    33.23,    4.49061,   -86.77,          0,     0.00, 8.85906E-011,    19.18
Line.LINHA515,    22.1435,   -26.92,    22.1436,  -146.92,    22.1435,    93.08,          0,     0.00, 0.00081917,   -30.96,    22.1439,   153.08,     22.144,    33.08,    22.1439,   -86.92,          0,     0.00, 0.000804788,   149.04
Line.LINHA516,    22.1439,   -26.92,     22.144,  -146.92,    22.1439,    93.08,          0,     0.00, 0.000804788,   -30.96,    22.1442,   153.08,    22.1443,    33.08,    22.1442,   -86.92,          0,     0.00, 0.000790406,   149.04
Line.LINHA517,    22.1442,   -26.92,    22.1443,  -146.92,    22.1442,    93.08,          0,     0.00, 0.000790406,   -30.96,    22.1446,   153.08,    22.1447,    33.08,    22.1446,   -86.92,          0,     0.00, 0.000776025,   149.04
Line.LINHA518,    2.69361,   -26.74,    2.69368,  -146.74,    2.69366,    93.26,          0,     0.00, 1.438E-005,   -30.96,    2.69397,   153.24,    2.69404,    33.24,    2.69402,   -86.76,          0,     0.00, 3.10829E-011,   -69.44
Line.LINHA519,     19.451,   -26.95,     19.451,  -146.95,    19.4509,    93.05,          0,     0.00, 0.000761645,   -30.96,    19.4514,   153.05,    19.4514,    33.05,    19.4513,   -86.95,          0,     0.00, 0.000747265,   149.04
Line.LINHA520,    19.4514,   -26.95,    19.4514,  -146.95,    19.4513,    93.05,          0,     0.00, 0.000747265,   -30.96,    19.4517,   153.05,    19.4518,    33.05,    19.4517,   -86.95,          0,     0.00, 0.000732887,   149.04
Line.LINHA521, 0.00160572,    89.44, 0.00162224,   -30.34, 0.00160517,  -150.07,          0,     0.00, 2.87566E-005,   -30.96, 0.000802862,   -90.56, 0.000811121,   149.66, 0.000802584,    29.93,          0,     0.00, 1.43782E-005,   149.04
Line.LINHA522, 0.000802862,    89.44, 0.000811121,   -30.34, 0.000802584,  -150.07,          0,     0.00, 1.43783E-005,   -30.96, 7.70874E-011,   109.29, 1.31773E-010,    -6.34, 4.1159E-011,    45.00,          0,     0.00, 1.60443E-010,    32.97
Line.LINHA523,    2.69424,   -26.74,     2.6943,  -146.74,    2.69429,    93.26,          0,     0.00, 1.4383E-005,   -30.96,    2.69459,   153.24,    2.69467,    33.24,    2.69465,   -86.76,          0,     0.00, 8.88144E-011,  -124.99
Line.LINHA524,    19.4524,   -26.96,    19.4525,  -146.96,    19.4524,    93.04,          0,     0.00, 0.00070413,   -30.96,    19.4528,   153.04,    19.4528,    33.04,    19.4528,   -86.96,          0,     0.00, 0.000689752,   149.04
Line.LINHA525,    19.4528,   -26.96,    19.4528,  -146.96,    19.4528,    93.04,          0,     0.00, 0.000689752,   -30.96,    19.4531,   153.04,    19.4532,    33.04,    19.4531,   -86.96,          0,     0.00, 0.000675375,   149.04
Line.LINHA526,    19.4531,   -26.96,    19.4532,  -146.96,    19.4531,    93.04,          0,     0.00, 0.000675375,   -30.96,    19.4535,   153.04,    19.4536,    33.04,    19.4535,   -86.96,          0,     0.00, 0.000660999,   149.04
Line.LINHA527,    19.4535,   -26.96,    19.4536,  -146.96,    19.4535,    93.04,          0,     0.00, 0.000660999,   -30.96,    19.4539,   153.03,    19.4539,    33.04,    19.4538,   -86.97,          0,     0.00, 0.000646624,   149.04
Line.LINHA528,     16.761,   -27.00,     16.761,  -147.00,    16.7609,    93.00,          0,     0.00, 0.000646624,   -30.96,    16.7613,   153.00,    16.7614,    33.00,    16.7613,   -87.00,          0,     0.00, 0.000632249,   149.04
Line.LINHA529,    16.7613,   -27.00,    16.7614,  -147.00,    16.7613,    93.00,          0,     0.00, 0.000632249,   -30.96,    16.7617,   153.00,    16.7617,    33.00,    16.7617,   -87.00,          0,     0.00, 0.000617875,   149.04
Line.LINHA530,    16.7617,   -27.00,    16.7617,  -147.00,    16.7617,    93.00,          0,     0.00, 0.000617875,   -30.96,    16.7621,   152.99,    16.7621,    33.00,     16.762,   -87.01,          0,     0.00, 0.000603503,   149.04
Line.LINHA531,    16.7621,   -27.01,    16.7621,  -147.00,     16.762,    92.99,          0,     0.00, 0.000603502,   -30.96,    16.7624,   152.99,    16.7624,    32.99,    16.7624,   -87.01,          0,     0.00, 0.00058913,   149.04
Line.LINHA532,    16.7624,   -27.01,    16.7624,  -147.01,    16.7624,    92.99,          0,     0.00, 0.00058913,   -30.96,    16.7628,   152.99,    16.7628,    32.99,    16.7627,   -87.01,          0,     0.00, 0.000574759,   149.04
Line.LINHA533,    14.0707,   -27.06,    14.0707,  -147.06,    14.0706,    92.94,          0,     0.00, 0.000574759,   -30.96,    14.0711,   152.94,     14.071,    32.94,     14.071,   -87.06,          0,     0.00, 0.000560388,   149.04
Line.LINHA534,    14.0711,   -27.06,     14.071,  -147.06,     14.071,    92.94,          0,     0.00, 0.000560388,   -30.96,    14.0714,   152.94,    14.0714,    32.94,    14.0713,   -87.07,          0,     0.00, 0.000546018,   149.04
Line.LINHA535,    2.73954,   -27.96,    2.73952,  -147.96,    2.73952,    92.04,          0,     0.00, 4.31084E-005,   -30.96,     2.7399,   152.03,    2.73989,    32.03,    2.73989,   -87.97,          0,     0.00, 2.87389E-005,   149.04
Line.LINHA536,     2.7399,   -27.97,    2.73989,  -147.97,    2.73989,    92.03,          0,     0.00, 2.87389E-005,   -30.96,    2.74027,   152.01,    2.74027,    32.01,    2.74027,   -87.99,          0,     0.00, 1.43694E-005,   149.04
Line.LINHA537,    2.74027,   -27.99,    2.74027,  -147.99,    2.74027,    92.01,          0,     0.00, 1.43693E-005,   -30.96,    2.74064,   152.00,    2.74065,    32.00,    2.74064,   -88.00,          0,     0.00, 1.31823E-010,    62.02
Line.LINHA538,    5.38002,   -26.70,    5.38011,  -146.69,    5.38007,    93.30,          0,     0.00, 0.00012932,   -30.96,    5.38037,   153.30,    5.38047,    33.30,    5.38043,   -86.70,          0,     0.00, 0.000114951,   149.04
Line.LINHA539,    5.38037,   -26.70,    5.38047,  -146.70,    5.38043,    93.30,          0,     0.00, 0.00011495,   -30.96,    5.38073,   153.29,    5.38083,    33.29,    5.38079,   -86.71,          0,     0.00, 0.000100581,   149.04
Line.LINHA540,    5.38073,   -26.71,    5.38083,  -146.71,    5.38079,    93.29,          0,     0.00, 0.000100581,   -30.96,    5.38108,   153.28,    5.38119,    33.28,    5.38115,   -86.72,          0,     0.00, 8.62123E-005,   149.04
Line.LINHA541,    2.69092,   -26.73,    2.69098,  -146.73,    2.69096,    93.26,          0,     0.00, 2.87374E-005,   -30.96,    2.69127,   153.25,    2.69134,    33.25,    2.69132,   -86.75,          0,     0.00, 1.43686E-005,   149.04
Line.LINHA542,    2.69127,   -26.75,    2.69134,  -146.75,    2.69132,    93.25,          0,     0.00, 1.43686E-005,   -30.96,    2.69163,   153.24,     2.6917,    33.24,    2.69168,   -86.77,          0,     0.00, 1.09442E-010,   -68.55
Line.LINHA543,    2.69016,   -26.70,    2.69021,  -146.70,    2.69019,    93.30,          0,     0.00, 5.74746E-005,   -30.96,    2.69051,   153.28,    2.69057,    33.28,    2.69055,   -86.72,          0,     0.00, 4.31058E-005,   149.04
Line.LINHA544,    2.69051,   -26.72,    2.69057,  -146.72,    2.69055,    93.28,          0,     0.00, 4.31058E-005,   -30.96,    2.69087,   153.27,    2.69093,    33.27,    2.69091,   -86.74,          0,     0.00, 2.8737E-005,   149.04
Line.LINHA546,    2.69087,   -26.73,    2.69093,  -146.73,    2.69091,    93.26,          0,     0.00, 2.87369E-005,   -30.96,    2.69122,   153.25,    2.69129,    33.25,    2.69127,   -86.75,          0,     0.00, 1.43684E-005,   149.04
Line.LINHA547,    2.69122,   -26.75,    2.69129,  -146.75,    2.69127,    93.25,          0,     0.00, 1.43686E-005,   -30.96,    2.69158,   153.24,    2.69165,    33.24,    2.69163,   -86.77,          0,     0.00, 1.02898E-010,   135.00
Line.LINHA548,    5.95231,   -26.99,    5.95222,  -146.98,    5.95221,    93.01,          0,     0.00, 0.00037359,   -30.96,    5.95267,   153.01,    5.95259,    33.01,    5.95257,   -86.99,          0,     0.00, 0.00035922,   149.04
Line.LINHA549,    5.95267,   -26.99,    5.95259,  -146.99,    5.95257,    93.01,          0,     0.00, 0.00035922,   -30.96,    5.95303,   153.00,    5.95295,    33.00,    5.95294,   -87.00,          0,     0.00, 0.000344851,   149.04
Line.LINHA550, 0.00240704,    89.44,  0.0024318,   -30.35, 0.00240621,  -150.07,          0,     0.00, 4.31072E-005,   -30.96, 0.00160469,   -90.56,  0.0016212,   149.65, 0.00160414,    29.93,          0,     0.00, 2.87382E-005,   149.04
Line.LINHA551, 0.00160469,    89.44,  0.0016212,   -30.35, 0.00160414,  -150.07,          0,     0.00, 2.8738E-005,   -30.96, 0.000802347,   -90.56, 0.000810601,   149.65, 0.000802069,    29.93,          0,     0.00, 1.4369E-005,   149.04
Line.LINHA552, 0.000802347,    89.44, 0.000810601,   -30.35, 0.000802069,  -150.07,          0,     0.00, 1.43689E-005,   -30.96, 5.45697E-011,   -53.13, 6.7081E-011,    40.60, 9.76172E-011,   -63.43,          0,     0.00, 1.54389E-010,   -34.44
Line.LINHA553,     4.3259,   -27.02,    4.32597,  -147.02,    4.32595,    92.98,          0,     0.00, 2.87381E-005,   -30.96,    4.32626,   152.97,    4.32633,    32.97,    4.32631,   -87.03,          0,     0.00, 1.43692E-005,   149.04
Line.LINHA554,    1.63466,   -27.47,    1.63466,  -147.47,    1.63465,    92.53,          0,     0.00, 1.43689E-005,   -30.96,    1.63502,   152.51,    1.63503,    32.51,    1.63502,   -87.49,          0,     0.00, 4.88086E-011,   116.57
Line.LINHA555,     1.6282,   -27.02,    1.62808,  -147.01,    1.62808,    92.98,          0,     0.00, 0.000273006,   -30.96,    1.62855,   152.96,    1.62844,    32.96,    1.62844,   -87.04,          0,     0.00, 0.000258637,   149.04
Line.LINHA556,    1.62855,   -27.04,    1.62844,  -147.04,    1.62844,    92.96,          0,     0.00, 0.000258637,   -30.96,    1.62891,   152.93,     1.6288,    32.94,    1.62881,   -87.07,          0,     0.00, 0.000244268,   149.04
Line.LINHA557,    1.62891,   -27.07,     1.6288,  -147.06,    1.62881,    92.93,          0,     0.00, 0.000244268,   -30.96,    1.62927,   152.91,    1.62917,    32.91,    1.62917,   -87.09,          0,     0.00, 0.000229899,   149.04
Line.LINHA558,    1.62927,   -27.09,    1.62917,  -147.09,    1.62917,    92.91,          0,     0.00, 0.000229899,   -30.96,    1.62963,   152.88,    1.62953,    32.89,    1.62954,   -87.12,          0,     0.00, 0.00021553,   149.04
Line.LINHA559,    1.62963,   -27.12,    1.62953,  -147.11,    1.62954,    92.88,          0,     0.00, 0.00021553,   -30.96,    1.62999,   152.86,     1.6299,    32.86,     1.6299,   -87.14,          0,     0.00, 0.000201161,   149.04
Line.LINHA560,    1.62999,   -27.14,     1.6299,  -147.14,     1.6299,    92.86,          0,     0.00, 0.000201161,   -30.96,    1.63035,   152.83,    1.63026,    32.83,    1.63027,   -87.17,          0,     0.00, 0.000186792,   149.04
Line.LINHA561,  0.0104302,    89.44,  0.0105375,   -30.35,  0.0104266,  -150.07,          0,     0.00, 0.000186792,   -30.96, 0.00962787,   -90.56, 0.00972691,   149.65, 0.00962454,    29.93,          0,     0.00, 0.000172424,   149.04
Line.LINHA562, 0.00962787,    89.44, 0.00972691,   -30.35, 0.00962454,  -150.07,          0,     0.00, 0.000172424,   -30.96, 0.00882554,   -90.56, 0.00891634,   149.65, 0.00882249,    29.93,          0,     0.00, 0.000158055,   149.04
Line.LINHA563, 0.00882554,    89.44, 0.00891634,   -30.35, 0.00882249,  -150.07,          0,     0.00, 0.000158055,   -30.96, 0.00802322,   -90.56, 0.00810576,   149.65, 0.00802045,    29.93,          0,     0.00, 0.000143686,   149.04
Line.LINHA564, 0.00802322,    89.44, 0.00810576,   -30.35, 0.00802045,  -150.07,          0,     0.00, 0.000143687,   -30.96,  0.0072209,   -90.56, 0.00729519,   149.65,  0.0072184,    29.93,          0,     0.00, 0.000129318,   149.04
Line.LINHA565,  0.0072209,    89.44, 0.00729519,   -30.35,  0.0072184,  -150.07,          0,     0.00, 0.000129318,   -30.96, 0.00641858,   -90.56, 0.00648461,   149.65, 0.00641636,    29.93,          0,     0.00, 0.000114949,   149.04
Line.LINHA566, 0.00641858,    89.44, 0.00648461,   -30.35, 0.00641636,  -150.07,          0,     0.00, 0.000114949,   -30.96, 0.00561626,   -90.56, 0.00567403,   149.65, 0.00561431,    29.93,          0,     0.00, 0.000100581,   149.04
Line.LINHA567, 0.00561626,    89.44, 0.00567403,   -30.35, 0.00561431,  -150.07,          0,     0.00, 0.000100581,   -30.96, 0.00481393,   -90.56, 0.00486346,   149.65, 0.00481227,    29.93,          0,     0.00, 8.6212E-005,   149.04
Line.LINHA568, 0.00481393,    89.44, 0.00486346,   -30.35, 0.00481227,  -150.07,          0,     0.00, 8.6212E-005,   -30.96, 0.00401161,   -90.56, 0.00405288,   149.65, 0.00401022,    29.93,          0,     0.00, 7.18433E-005,   149.04
Line.LINHA569, 0.00401161,    89.44, 0.00405288,   -30.35, 0.00401022,  -150.07,          0,     0.00, 7.18432E-005,   -30.96, 0.00320929,   -90.56,  0.0032423,   149.65, 0.00320818,    29.93,          0,     0.00, 5.74745E-005,   149.04
Line.LINHA570, 0.00320929,    89.44,  0.0032423,   -30.35, 0.00320818,  -150.07,          0,     0.00, 5.74744E-005,   -30.96, 0.00240697,   -90.56, 0.00243173,   149.65, 0.00240613,    29.93,          0,     0.00, 4.31058E-005,   149.04
Line.LINHA571, 0.00240697,    89.44, 0.00243173,   -30.35, 0.00240613,  -150.07,          0,     0.00, 4.31058E-005,   -30.96, 0.00160464,   -90.56, 0.00162115,   149.65, 0.00160409,    29.93,          0,     0.00, 2.87373E-005,   149.04
Line.LINHA572, 0.00160464,    89.44, 0.00162115,   -30.35, 0.00160409,  -150.07,          0,     0.00, 2.87372E-005,   -30.96, 0.000802322,   -90.56, 0.000810576,   149.65, 0.000802045,    29.93,          0,     0.00, 1.43686E-005,   149.04
Line.LINHA573, 0.000802322,    89.44, 0.000810576,   -30.35, 0.000802045,  -150.07,          0,     0.00, 1.43686E-005,   -30.96, 5.45697E-011,     0.00, 4.38071E-011,  -138.37, 2.18279E-011,     0.00,          0,     0.00, 5.24677E-011,   -33.69
Load.S423,    97.0768,   -54.51,    97.0766,  -174.51,    97.0763,    65.49, 0.000802456,    79.34,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S429,    97.1243,   -54.51,    97.1242,  -174.51,    97.1238,    65.49, 0.000871964,    79.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S441,    161.902,   -54.52,    161.901,  -174.52,    161.901,    65.48, 0.00147781,    79.29,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S455,     97.396,   -54.54,    97.3958,  -174.54,    97.3953,    65.46, 0.00126942,    79.18,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S468,    97.5455,   -54.56,    97.5452,  -174.56,    97.5446,    65.44,  0.0014891,    79.12,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S472,    97.5455,   -54.56,    97.5452,  -174.56,    97.5446,    65.44,  0.0014891,    79.12,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S476,    162.836,   -54.58,    162.836,  -174.58,    162.835,    65.42, 0.00284855,    79.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S482,    97.8851,   -54.59,    97.8848,  -174.59,    97.8839,    65.41, 0.00199013,    79.02,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S487,    97.8876,   -54.59,    97.8873,  -174.59,    97.8865,    65.41, 0.00199395,    79.02,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S499,    98.0042,   -54.61,    98.0038,  -174.61,    98.0029,    65.39, 0.00216677,    78.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S502,    163.354,   -54.62,    163.354,  -174.61,    163.352,    65.38, 0.00361541,    78.97,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S508,    98.1035,   -54.62,    98.1031,  -174.62,    98.1022,    65.38, 0.00231391,    78.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S509,    98.1372,   -54.62,    98.1368,  -174.62,    98.1358,    65.38,  0.0023639,    78.95,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S517,    98.1755,   -54.63,    98.1751,  -174.62,    98.1741,    65.38, 0.00242093,    78.94,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S524,    98.2767,   -54.64,    98.2763,  -174.64,    98.2753,    65.36, 0.00257156,    78.91,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S536,    163.823,   -54.65,    163.823,  -174.65,    163.821,    65.35, 0.00431221,    78.90,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S538,    98.2812,   -54.64,    98.2808,  -174.64,    98.2797,    65.36,  0.0025783,    78.91,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S548,    98.4097,   -54.65,    98.4093,  -174.65,    98.4081,    65.35, 0.00276972,    78.88,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S552,    98.4107,   -54.65,    98.4103,  -174.65,    98.4092,    65.35, 0.00277129,    78.88,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S553,     98.436,   -54.65,    98.4356,  -174.65,    98.4344,    65.35, 0.00280883,    78.88,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S559,    98.5612,   -54.67,    98.5607,  -174.67,    98.5595,    65.33, 0.00299567,    78.85,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S563,    98.6825,   -54.68,     98.682,  -174.68,    98.6807,    65.32,  0.0031771,    78.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
