Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"2324", 13.8, 1,    7878.28,    0.0,   0.98881, 2,    7878.36, -120.0,   0.98882, 3,    7878.34,  120.0,   0.98882
"2325", 13.8, 1,    7878.08,    0.0,   0.98879, 2,    7878.17, -120.0,    0.9888, 3,    7878.15,  120.0,   0.98879
"2326", 13.8, 1,    7877.89,    0.0,   0.98876, 2,    7877.97, -120.0,   0.98877, 3,    7877.95,  120.0,   0.98877
"2328", 13.8, 1,    7877.52,    0.0,   0.98872, 2,    7877.61, -120.0,   0.98873, 3,    7877.59,  120.0,   0.98872
"2329", 13.8, 1,    7877.36,    0.0,   0.98869, 2,    7877.44, -120.0,    0.9887, 3,    7877.42,  120.0,    0.9887
"2330", 13.8, 1,    7877.19,    0.0,   0.98867, 2,    7877.27, -120.0,   0.98868, 3,    7877.25,  120.0,   0.98868
"2331", 13.8, 1,    7877.02,    0.0,   0.98865, 2,     7877.1, -120.0,   0.98866, 3,    7877.08,  120.0,   0.98866
"2333", 13.8, 1,    7876.71,    0.0,   0.98861, 2,    7876.79, -120.0,   0.98862, 3,    7876.77,  120.0,   0.98862
"2334", 13.8, 1,    7876.57,    0.0,    0.9886, 2,    7876.65, -120.0,   0.98861, 3,    7876.63,  120.0,    0.9886
"2335", 13.8, 1,    7876.54,    0.0,   0.98859, 2,    7876.62, -120.0,    0.9886, 3,     7876.6,  120.0,    0.9886
"2336", 13.8, 1,    7876.51,    0.0,   0.98859, 2,    7876.59, -120.0,    0.9886, 3,    7876.57,  120.0,    0.9886
"2338", 13.8, 1,    7876.51,    0.0,   0.98859, 2,    7876.59, -120.0,    0.9886, 3,    7876.58,  120.0,    0.9886
"2339", 13.8, 1,    7876.46,    0.0,   0.98858, 2,    7876.54, -120.0,   0.98859, 3,    7876.52,  120.0,   0.98859
"2340", 13.8, 1,    7876.41,    0.0,   0.98857, 2,    7876.49, -120.0,   0.98859, 3,    7876.47,  120.0,   0.98858
"2341", 13.8, 1,    7876.38,    0.0,   0.98857, 2,    7876.46, -120.0,   0.98858, 3,    7876.44,  120.0,   0.98858
"2343", 13.8, 1,    7876.38,    0.0,   0.98857, 2,    7876.46, -120.0,   0.98858, 3,    7876.44,  120.0,   0.98858
"2344", 13.8, 1,    7876.35,    0.0,   0.98857, 2,    7876.43, -120.0,   0.98858, 3,    7876.42,  120.0,   0.98858
"2346", 13.8, 1,    7876.33,    0.0,   0.98856, 2,    7876.41, -120.0,   0.98858, 3,    7876.39,  120.0,   0.98857
"2348", 13.8, 1,    7876.51,    0.0,   0.98859, 2,    7876.59, -120.0,    0.9886, 3,    7876.57,  120.0,    0.9886
"2349", 13.8, 1,    7876.45,    0.0,   0.98858, 2,    7876.53, -120.0,   0.98859, 3,    7876.51,  120.0,   0.98859
"2350", 13.8, 1,    7876.45,    0.0,   0.98858, 2,    7876.53, -120.0,   0.98859, 3,    7876.51,  120.0,   0.98859
"2351", 13.8, 1,    7876.45,    0.0,   0.98858, 2,    7876.53, -120.0,   0.98859, 3,    7876.51,  120.0,   0.98859
"2352", 13.8, 1,    7876.45,    0.0,   0.98858, 2,    7876.53, -120.0,   0.98859, 3,    7876.51,  120.0,   0.98859
"2355", 13.8, 1,    7876.43,    0.0,   0.98858, 2,    7876.51, -120.0,   0.98859, 3,    7876.49,  120.0,   0.98859
"2356", 13.8, 1,    7876.41,    0.0,   0.98858, 2,    7876.49, -120.0,   0.98859, 3,    7876.48,  120.0,   0.98858
"2357", 13.8, 1,     7876.4,    0.0,   0.98857, 2,    7876.48, -120.0,   0.98858, 3,    7876.46,  120.0,   0.98858
"2358", 13.8, 1,    7876.38,    0.0,   0.98857, 2,    7876.46, -120.0,   0.98858, 3,    7876.44,  120.0,   0.98858
"2359", 13.8, 1,    7876.36,    0.0,   0.98857, 2,    7876.45, -120.0,   0.98858, 3,    7876.43,  120.0,   0.98858
"2361", 13.8, 1,    7876.35,    0.0,   0.98857, 2,    7876.43, -120.0,   0.98858, 3,    7876.41,  120.0,   0.98858
"2362", 13.8, 1,    7876.35,    0.0,   0.98857, 2,    7876.43, -120.0,   0.98858, 3,    7876.41,  120.0,   0.98858
"2363", 13.8, 1,    7876.35,    0.0,   0.98857, 2,    7876.43, -120.0,   0.98858, 3,    7876.41,  120.0,   0.98858
"2364", 13.8, 1,    7876.35,    0.0,   0.98857, 2,    7876.43, -120.0,   0.98858, 3,    7876.41,  120.0,   0.98858
"2365", 13.8, 1,    7876.35,    0.0,   0.98857, 2,    7876.43, -120.0,   0.98858, 3,    7876.41,  120.0,   0.98858
"2366", 13.8, 1,    7876.35,    0.0,   0.98857, 2,    7876.43, -120.0,   0.98858, 3,    7876.41,  120.0,   0.98858
"2367", 13.8, 1,    7876.35,    0.0,   0.98857, 2,    7876.43, -120.0,   0.98858, 3,    7876.41,  120.0,   0.98858
"2368", 13.8, 1,    7876.35,    0.0,   0.98857, 2,    7876.43, -120.0,   0.98858, 3,    7876.41,  120.0,   0.98858
"2369", 13.8, 1,    7876.35,    0.0,   0.98857, 2,    7876.43, -120.0,   0.98858, 3,    7876.41,  120.0,   0.98858
"2370", 13.8, 1,    7876.35,    0.0,   0.98857, 2,    7876.43, -120.0,   0.98858, 3,    7876.41,  120.0,   0.98858
"2371", 13.8, 1,    7876.35,    0.0,   0.98857, 2,    7876.43, -120.0,   0.98858, 3,    7876.41,  120.0,   0.98858
"2372", 13.8, 1,    7876.35,    0.0,   0.98857, 2,    7876.43, -120.0,   0.98858, 3,    7876.41,  120.0,   0.98858
"2373", 13.8, 1,    7876.35,    0.0,   0.98857, 2,    7876.43, -120.0,   0.98858, 3,    7876.41,  120.0,   0.98858
